e,formed_from_present_stem,3IO present imperative active singular
iebar,formed_from_present_stem,4th imperfect indicative passive 1stPerson singular
iebaris,formed_from_present_stem,4th imperfect indicative passive 2ndPerson singular
iebas,formed_from_present_stem,4th imperfect indicative active 2ndPerson singular
iebat,formed_from_present_stem,4th imperfect indicative active 3rdPerson singular
iebatis,formed_from_present_stem,4th imperfect indicative active 2ndPerson plural
iebatur,formed_from_present_stem,4th imperfect indicative passive 3rdPerson singular
iemini,formed_from_present_stem,4th future indicative passive 2ndPerson plural
iemur,formed_from_present_stem,4th future indicative passive 1stPerson plural
iemus,formed_from_present_stem,4th future indicative active 1stPerson plural
ient,formed_from_present_stem,4th future indicative active 3rdPerson plural
ientur,formed_from_present_stem,4th future indicative passive 3rdPerson plural
ieris,formed_from_present_stem,4th future indicative passive 2ndPerson singular
ies,formed_from_present_stem,4th future indicative active 2ndPerson singular
iet,formed_from_present_stem,4th future indicative active 3rdPerson singular
ietis,formed_from_present_stem,4th future indicative active 2ndPerson plural
ietur,formed_from_present_stem,4th future indicative passive 3rdPerson singular
imini,formed_from_present_stem,3rd present indicative passive 2ndPerson plural
imini,formed_from_present_stem,4th present indicative passive 2ndPerson plural
imur,formed_from_present_stem,3rd present indicative passive 1stPerson plural
imur,formed_from_present_stem,4th present indicative passive 1stPerson plural
imus,formed_from_present_stem,3rd present indicative active 1stPerson plural
imus,formed_from_present_stem,4th present indicative active 1stPerson plural
io,formed_from_present_stem,4th present indicative active 1stPerson singular
ior,formed_from_present_stem,4th present indicative passive 1stPerson singular
irem,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
iremini,formed_from_present_stem,4th imperfect subjunctive passive 2ndPerson plural
iremur,formed_from_present_stem,4th imperfect subjunctive passive 1stPerson plural
iremus,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
irent,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
irentur,formed_from_present_stem,4th imperfect subjunctive passive 3rdPerson plural
irer,formed_from_present_stem,4th imperfect subjunctive passive 1stPerson singular
ireris,formed_from_present_stem,4th imperfect subjunctive passive 2ndPerson singular
ires,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
iret,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
iretis,formed_from_present_stem,4th imperfect subjunctive active 1stPerson singular
iretur,formed_from_present_stem,4th imperfect subjunctive passive 3rdPerson singular
iris,formed_from_present_stem,4th present indicative passive 2ndPerson singular
is,formed_from_present_stem,3rd present indicative active 2ndPerson singular
is,formed_from_present_stem,4th present indicative active 2ndPerson singular
it,formed_from_present_stem,3rd present indicative active 3rdPerson singular
it,formed_from_present_stem,4th present indicative active 3rdPerson singular
it is,formed_from_present_stem,4th present indicative active 2ndPerson plural
itis,formed_from_present_stem,3rd present indicative active 2ndPerson plural
itur,formed_from_present_stem,3rd present indicative passive 3rdPerson singular
itur,formed_from_present_stem,4th present indicative passive 3rdPerson singular
iunt,formed_from_present_stem,4th present indicative active 3rdPerson plural
iuntur,formed_from_present_stem,4th present indicative passive 3rdPerson plural
o,formed_from_present_stem,1st present indicative active 1stPerson singular
o,formed_from_present_stem,3rd present indicative active 1stPerson singular
or,formed_from_present_stem,1st present indicative passive 1stPerson singular
or,formed_from_present_stem,3rd present indicative passive 1stPerson singular
unt,formed_from_present_stem,3rd present indicative active 3rdPerson plural
untur,formed_from_present_stem,3rd present indicative passive 3rdPerson plural
io,formed_from_present_stem,3IO present indicative active 1stPerson singular
is,formed_from_present_stem,3IO present indicative active 2ndPerson singular
it,formed_from_present_stem,3IO present indicative active 3rdPerson singular
imus,formed_from_present_stem,3IO present indicative active 1stPerson plural
itis,formed_from_present_stem,3IO present indicative active 2ndPerson plural
iunt,formed_from_present_stem,3IO present indicative active 3rdPerson plural
iebam,formed_from_present_stem,3IO imperfect indicative active 1stPerson singular
iebas,formed_from_present_stem,3IO imperfect indicative active 2ndPerson singular
iebat,formed_from_present_stem,3IO imperfect indicative active 3rdPerson singular
iebamus,formed_from_present_stem,3IO imperfect indicative active 1stPerson plural
iebatis,formed_from_present_stem,3IO imperfect indicative active 2ndPerson plural
iebant,formed_from_present_stem,3IO imperfect indicative active 3rdPerson plural
iam,formed_from_present_stem,3IO future indicative active 1stPerson singular
ies,formed_from_present_stem,3IO future indicative active 2ndPerson singular
iet,formed_from_present_stem,3IO future indicative active 3rdPerson singular
iemus,formed_from_present_stem,3IO future indicative active 1stPerson plural
ietis,formed_from_present_stem,3IO future indicative active 2ndPerson plural
ient,formed_from_present_stem,3IO future indicative active 3rdPerson plural
iam,formed_from_present_stem,3IO present subjunctive active 1stPerson singular
ias,formed_from_present_stem,3IO present subjunctive active 2ndPerson singular
iat,formed_from_present_stem,3IO present subjunctive active 3rdPerson singular
iamus,formed_from_present_stem,3IO present subjunctive active 1stPerson plural
iatis,formed_from_present_stem,3IO present subjunctive active 2ndPerson plural
iant,formed_from_present_stem,3IO present subjunctive active 3rdPerson plural
erem,formed_from_present_stem,3IO imperfect subjunctive active 1stPerson singular
eres,formed_from_present_stem,3IO imperfect subjunctive active 2ndPerson singular
eret,formed_from_present_stem,3IO imperfect subjunctive active 3rdPerson singular
eremus,formed_from_present_stem,3IO imperfect subjunctive active 1stPerson plural
eretis,formed_from_present_stem,3IO imperfect subjunctive active 2ndPerson plural
erent,formed_from_present_stem,3IO imperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,1st perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,1st perfect indicative active 2ndPerson singular
it,formed_from_PERFECT_stem,1st perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,1st perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,1st perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,1st perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,1st pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,1st pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,1st pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,1st pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,1st pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,1st pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,1st future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,1st future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,1st future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,1st future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,1st future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,1st future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,1st perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,1st perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,1st perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,1st perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,1st perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,1st perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,1st pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,1st pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,1st pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,1st pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,1st pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,1st pluperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,2nd perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,2nd perfect indicative active 2ndPerson singular
it,formed_from_PERFECT_stem,2nd perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,2nd perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,2nd perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,2nd perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,2nd pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,2nd pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,2nd pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,2nd pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,2nd pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,2nd pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,2nd future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,2nd future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,2nd future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,2nd future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,2nd future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,2nd future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,2nd perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,2nd perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,2nd perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,2nd perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,2nd perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,2nd perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,2nd pluperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,3rd perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,3rd perfect indicative active 2ndPerson singular
it,formed_from_PERFECT_stem,3rd perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,3rd perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,3rd perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,3rd perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,3rd pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,3rd pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,3rd pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,3rd pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,3rd pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,3rd pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,3rd future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,3rd future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,3rd future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,3rd future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,3rd future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,3rd future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,3rd perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,3rd perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,3rd perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,3rd perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,3rd perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,3rd perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,3rd pluperfect subjunctive active 3rdPerson plural
i,formed_from_PERFECT_stem,4th perfect indicative active 1stPerson singular
isti,formed_from_PERFECT_stem,4th perfect indicative active 2ndPerson singular
it,formed_from_PERFECT_stem,4th perfect indicative active 3rdPerson singular
imus,formed_from_PERFECT_stem,4th perfect indicative active 1stPerson plural
istis,formed_from_PERFECT_stem,4th perfect indicative active 2ndPerson plural
erunt,formed_from_PERFECT_stem,4th perfect indicative active 3rdPerson plural
eram,formed_from_PERFECT_stem,4th pluperfect indicative active 1stPerson singular
eras,formed_from_PERFECT_stem,4th pluperfect indicative active 2ndPerson singular
erat,formed_from_PERFECT_stem,4th pluperfect indicative active 3rdPerson singular
eramus,formed_from_PERFECT_stem,4th pluperfect indicative active 1stPerson plural
eratis,formed_from_PERFECT_stem,4th pluperfect indicative active 2ndPerson plural
erant,formed_from_PERFECT_stem,4th pluperfect indicative active 3rdPerson plural
ero,formed_from_PERFECT_stem,4th future perfect indicative active 1stPerson singular
eris,formed_from_PERFECT_stem,4th future perfect indicative active 2ndPerson singular
erit,formed_from_PERFECT_stem,4th future perfect indicative active 3rdPerson singular
erimus,formed_from_PERFECT_stem,4th future perfect indicative active 1stPerson plural
eritis,formed_from_PERFECT_stem,4th future perfect indicative active 2ndPerson plural
erint,formed_from_PERFECT_stem,4th future perfect indicative active 3rdPerson plural
erim,formed_from_PERFECT_stem,4th perfect subjunctive active 1stPerson singular
eris,formed_from_PERFECT_stem,4th perfect subjunctive active 2ndPerson singular
erit,formed_from_PERFECT_stem,4th perfect subjunctive active 3rdPerson singular
erimus,formed_from_PERFECT_stem,4th perfect subjunctive active 1stPerson plural
eritis,formed_from_PERFECT_stem,4th perfect subjunctive active 2ndPerson plural
erint,formed_from_PERFECT_stem,4th perfect subjunctive active 3rdPerson plural
issem,formed_from_PERFECT_stem,4th pluperfect subjunctive active 1stPerson singular
isses,formed_from_PERFECT_stem,4th pluperfect subjunctive active 2ndPerson singular
isset,formed_from_PERFECT_stem,4th pluperfect subjunctive active 3rdPerson singular
issemus,formed_from_PERFECT_stem,4th pluperfect subjunctive active 1stPerson plural
issetis,formed_from_PERFECT_stem,4th pluperfect subjunctive active 2ndPerson plural
issent,formed_from_PERFECT_stem,4th pluperfect subjunctive active 3rdPerson plural
isse,formed_from_PERFECT_stem,1st perfect infinitive active
isse,formed_from_PERFECT_stem,2nd perfect infinitive active
isse,formed_from_PERFECT_stem,3rd perfect infinitive active
isse,formed_from_PERFECT_stem,4th perfect infinitive active
